inst_id,state,settle_ccy,quote_ccy,list_time_iso,list_time_ms,ct_val,min_sz,lot_sz,tick_sz,lever_max,last_price,vol_24h_usdt,best_bid,best_ask,spread_bps,notional_min_per_lot,notional_max_at_lever,loss_per_lot_at_stop_5pct,acceptable_loss_usd,max_lots_at_risk_cap,can_open_at_lever_cap,can_open_with_risk_cap,can_open_position,can_place_hard_stop,can_post_only_fill,tickSz_pct_of_price
BCH-USDT-SWAP,live,USDT,USDT,2019-11-12T11:16:48+00:00,1573557408000,0.1,0.1,0.1,0.1,50.0,190.1,36629064.91,190.2,190.3,5.256241787123403,1.9010000000000002,350.0,0.09505000000000002,2.1,22,True,True,True,True,False,0.0005260389268805893
SOXL-USDT-SWAP,live,USDT,USDT,2026-05-19T09:00:00+00:00,1779181200000,1.0,0.01,0.01,0.01,25.0,245.83,257968382.33,245.92,245.93,0.40662803700393724,2.4583000000000004,175.0,0.12291500000000002,2.1,17,True,True,True,True,True,4.067851767481593e-05
GIGGLE-USDT-SWAP,live,USDT,USDT,2025-10-25T07:00:01.708000+00:00,1761375601708,0.01,1.0,1.0,0.01,50.0,24.51,2434512.12,24.54,24.55,4.074149521288068,0.2451,350.0,0.012255000000000002,2.1,171,True,True,True,True,True,0.0004079967360261118
WLD-USDT-SWAP,live,USDT,USDT,2023-07-24T11:55:21.595000+00:00,1690199721595,1.0,1.0,1.0,0.0001,50.0,0.494,174688783.39,0.4951,0.4952,2.0195900232250628,0.494,350.0,0.0247,2.1,85,True,True,True,True,True,0.00020242914979757087
SKHYNIX-USDT-SWAP,live,USDT,USDT,2026-06-10T05:50:00+00:00,1781070600000,1.0,0.001,0.001,0.01,25.0,1871.44,155544327.63,1872.48,1872.49,0.05340496719595032,1.87144,175.0,0.093572,2.1,22,True,True,True,True,True,5.343478818449964e-06
ORDI-USDT-SWAP,live,USDT,USDT,2023-05-21T09:55:00.862000+00:00,1684662900862,0.1,1.0,1.0,0.001,20.0,3.075,13081953.44,3.079,3.08,3.247280402662412,0.30750000000000005,140.0,0.015375000000000003,2.1,136,True,True,True,True,True,0.0003252032520325203
INJ-USDT-SWAP,live,USDT,USDT,2023-11-30T11:55:00.667000+00:00,1701345300667,0.1,1.0,1.0,0.001,50.0,4.266,12631853.38,4.265,4.266,2.3443910444269935,0.42660000000000003,350.0,0.021330000000000002,2.1,98,True,True,True,True,True,0.00023441162681669012
AXS-USDT-SWAP,live,USDT,USDT,2021-07-28T09:00:00+00:00,1627462800000,0.1,1.0,1.0,0.0001,20.0,1.014,10284663.83,1.0142,1.0143,0.9859502095143109,0.1014,140.0,0.005070000000000001,2.1,414,True,True,True,True,True,9.861932938856015e-05
IP-USDT-SWAP,live,USDT,USDT,2025-02-13T10:00:01.995000+00:00,1739440801995,1.0,1.0,1.0,0.0001,20.0,0.3851,88914129.67,0.3846,0.3847,2.5997660210578184,0.3851,140.0,0.019255,2.1,109,True,True,True,True,True,0.00025967281225655674
SUI-USDT-SWAP,live,USDT,USDT,2023-05-05T03:55:00.891000+00:00,1683258900891,1.0,1.0,1.0,0.0001,50.0,0.6788,75698502.57,0.6792,0.6793,1.4722119985276256,0.6788,350.0,0.03394,2.1,61,True,True,True,True,True,0.00014731879787860933
INTC-USDT-SWAP,live,USDT,USDT,2026-02-26T07:00:00+00:00,1772089200000,1.0,0.1,0.1,0.01,25.0,131.4,74745050.4,131.32,131.35,2.2842349716375026,13.14,175.0,0.657,2.1,3,True,True,True,True,True,7.6103500761035e-05
DRAM-USDT-SWAP,live,USDT,USDT,2026-05-08T09:00:00+00:00,1778230800000,1.0,0.1,0.1,0.01,20.0,75.8,62884149.96,75.86,75.87,1.3181308903980908,7.58,140.0,0.379,2.1,5,True,True,True,True,True,0.00013192612137203166
MRVL-USDT-SWAP,live,USDT,USDT,2026-05-12T10:30:00+00:00,1778581800000,1.0,0.01,0.01,0.01,50.0,276.83,60861025.67,277.11,277.12,0.3608610143799832,2.7683,350.0,0.138415,2.1,15,True,True,True,True,True,3.6123252537658496e-05
RIVER-USDT-SWAP,live,USDT,USDT,2026-01-09T07:00:00+00:00,1767942000000,0.1,1.0,1.0,0.001,20.0,3.885,5897156.88,3.881,3.882,2.576323586243292,0.3885,140.0,0.019425,2.1,108,True,True,True,True,True,0.00025740025740025744
APE-USDT-SWAP,live,USDT,USDT,2022-03-17T13:00:59.555000+00:00,1647522059555,0.1,1.0,1.0,1e-05,20.0,0.13947,5061718.32,0.13965,0.13966,0.7160502667294405,0.013947000000000001,140.0,0.0006973500000000001,2.1,3011,True,True,True,True,True,7.170000717000071e-05
UNI-USDT-SWAP,live,USDT,USDT,2020-09-17T04:30:00+00:00,1600317000000,1.0,1.0,1.0,0.001,50.0,2.871,42032993.21,2.874,2.875,3.4788658897195677,2.871,350.0,0.14355,2.1,14,True,True,True,True,True,0.00034831069313827936
CBRS-USDT-SWAP,live,USDT,USDT,2026-05-15T06:00:00+00:00,1778824800000,1.0,0.01,0.01,0.01,20.0,169.49,39487005.63,169.42,169.43,0.5902316659300177,1.6949,140.0,0.08474500000000001,2.1,24,True,True,True,True,True,5.900053100477904e-05
AVAX-USDT-SWAP,live,USDT,USDT,2020-09-23T06:00:00+00:00,1600840800000,1.0,0.1,0.1,0.001,50.0,6.209,39339134.32,6.207,6.208,1.6109544905361803,0.6209,350.0,0.031045000000000003,2.1,67,True,True,True,True,True,0.00016105653084232566
LINK-USDT-SWAP,live,USDT,USDT,2020-02-28T11:16:48+00:00,1582888608000,1.0,0.1,0.1,0.001,50.0,7.247,36801036.36,7.246,7.247,1.3799765403980484,0.7247,350.0,0.036235,2.1,57,True,True,True,True,True,0.00013798813302056025
SLX-USDT-SWAP,live,USDT,USDT,2026-06-01T05:30:00+00:00,1780291800000,10.0,1.0,1.0,0.0001,20.0,0.3911,366734074.99,0.391,0.3911,2.557217747090883,3.911,140.0,0.19555,2.1,10,True,True,True,True,True,0.00025568908207619537
COAI-USDT-SWAP,live,USDT,USDT,2025-10-15T14:30:01.123000+00:00,1760538601123,0.1,1.0,1.0,0.0001,10.0,0.2706,3417794.39,0.2707,0.2708,3.693444136657026,0.02706,70.0,0.001353,2.1,1552,True,True,True,True,True,0.0003695491500369549
BERA-USDT-SWAP,live,USDT,USDT,2025-02-06T14:00:01.850000+00:00,1738850401850,0.1,1.0,1.0,0.0001,20.0,0.1996,3390430.79,0.1997,0.1998,5.006257822278686,0.019960000000000002,140.0,0.0009980000000000002,2.1,2104,True,True,True,True,False,0.0005010020040080161
AR-USDT-SWAP,live,USDT,USDT,2023-02-14T06:55:00.186000+00:00,1676357700186,0.1,1.0,1.0,0.001,20.0,1.819,3296420.18,1.822,1.823,5.486968449930808,0.1819,140.0,0.009095,2.1,230,True,True,True,True,False,0.0005497526113249038
LTC-USDT-SWAP,live,USDT,USDT,2019-11-12T11:16:48+00:00,1573557408000,1.0,0.1,0.1,0.01,50.0,41.09,28054575.53,41.13,41.14,2.4310198128109906,4.109000000000001,350.0,0.20545000000000005,2.1,10,True,True,True,True,True,0.0002433682161109759
MSTR-USDT-SWAP,live,USDT,USDT,2026-02-25T10:00:00+00:00,1772013600000,1.0,0.01,0.01,0.01,20.0,85.77,27249556.13,85.88,85.89,1.1643476742161165,0.8577,140.0,0.042885000000000006,2.1,48,True,True,True,True,True,0.00011659088259298124
OP-USDT-SWAP,live,USDT,USDT,2022-06-01T03:55:17.137000+00:00,1654055717137,1.0,1.0,1.0,1e-05,50.0,0.10522,25512591.02,0.10527,0.10528,0.9498931370217167,0.10522,350.0,0.005261,2.1,399,True,True,True,True,True,9.503896597605019e-05
QQQ-USDT-SWAP,live,USDT,USDT,2026-03-04T08:45:00+00:00,1772613900000,1.0,0.01,0.01,0.01,20.0,714.65,24577185.12,714.62,714.63,0.13993353157237579,7.1465,140.0,0.357325,2.1,5,True,True,True,True,True,1.3992863639543833e-05
LAB-USDT-SWAP,live,USDT,USDT,2025-11-01T12:00:01.879000+00:00,1761998401879,10.0,0.1,0.1,0.001,10.0,17.23,234623460.04,17.261,17.262,0.5793239289755944,17.23,70.0,0.8615,2.1,2,True,True,True,True,True,5.803830528148578e-05
ENS-USDT-SWAP,live,USDT,USDT,2021-11-11T09:45:46.265000+00:00,1636623946265,0.1,1.0,1.0,0.001,20.0,4.164,2303389.05,4.17,4.171,2.3977940294936673,0.4164,140.0,0.02082,2.1,100,True,True,True,True,True,0.00024015369836695487
EGLD-USDT-SWAP,live,USDT,USDT,2020-12-22T07:00:00+00:00,1608620400000,0.1,1.0,1.0,0.001,20.0,2.503,2302679.9,2.504,2.505,3.9928129367134746,0.2503,140.0,0.012515000000000002,2.1,167,True,True,True,True,True,0.00039952057530962844
NVDA-USDT-SWAP,live,USDT,USDT,2026-03-04T07:00:00+00:00,1772607600000,1.0,0.01,0.01,0.01,25.0,195.48,22882726.55,195.41,195.42,0.5117314433380705,1.9547999999999999,175.0,0.09774,2.1,21,True,True,True,True,True,5.11561285041948e-05
LIT-USDT-SWAP,live,USDT,USDT,2025-12-24T03:30:00+00:00,1766547000000,1.0,1.0,1.0,0.0001,50.0,1.6237,22249661.77,1.6248,1.6249,0.6154414253622733,1.6237,350.0,0.08118500000000001,2.1,25,True,True,True,True,True,6.158773172384062e-05
