hour_utc,n,win_rate,ev_R
0,4,0.75,0.41493099999999994
1,30,0.43333333333333335,-0.059103233333333345
4,3,0.6666666666666666,0.5043226666666666
5,5,0.8,0.4093368
8,5,0.6,0.043862999999999965
9,70,0.2714285714285714,-0.32385835714285716
12,7,0.7142857142857143,0.04243085714285715
13,2,1.0,0.8065614999999999
16,6,0.3333333333333333,-0.41524416666666664
17,92,0.40217391304347827,-0.10624888043478262
20,9,0.5555555555555556,-0.09646466666666667
21,5,0.0,-0.7797614
