weekday,n,win_rate,ev_R
0,54,0.05555555555555555,-0.2711550555555555
1,28,0.03571428571428571,-0.4253097857142857
2,20,0.0,-0.3302809
3,33,0.12121212121212122,-0.341763696969697
4,39,0.0,-0.3685169487179487
5,31,0.03225806451612903,-0.24210261290322582
6,33,0.06060606060606061,-0.24717157575757578
